L1F0 vs L1F0,L1F0 vs L2F0,L1F0 vs L3F0,L1F0 vs L4F0,L1F0 vs L5F0,L1F0 vs L6F0,L1F0 vs L7F0,L2F0 vs L1F0,L2F0 vs L2F0,L2F0 vs L3F0,L2F0 vs L4F0,L2F0 vs L5F0,L2F0 vs L6F0,L2F0 vs L7F0,L3F0 vs L1F0,L3F0 vs L2F0,L3F0 vs L3F0,L3F0 vs L4F0,L3F0 vs L5F0,L3F0 vs L6F0,L3F0 vs L7F0,L4F0 vs L1F0,L4F0 vs L2F0,L4F0 vs L3F0,L4F0 vs L4F0,L4F0 vs L5F0,L4F0 vs L6F0,L4F0 vs L7F0,L5F0 vs L1F0,L5F0 vs L2F0,L5F0 vs L3F0,L5F0 vs L4F0,L5F0 vs L5F0,L5F0 vs L6F0,L5F0 vs L7F0,L6F0 vs L1F0,L6F0 vs L2F0,L6F0 vs L3F0,L6F0 vs L4F0,L6F0 vs L5F0,L6F0 vs L6F0,L6F0 vs L7F0,L7F0 vs L1F0,L7F0 vs L2F0,L7F0 vs L3F0,L7F0 vs L4F0,L7F0 vs L5F0,L7F0 vs L6F0,L7F0 vs L7F0
49.85,11.85,1.75,0.19,0.0,0.0,0.0,88.38,50.73,16.66,2.87,0.21,0.02,0.0,98.14,83.53,50.2,18.13,3.67,0.32,0.01,99.88,97.28,83.04,50.13,18.17,3.81,0.41,99.99,99.8,96.78,82.57,50.36,17.64,3.53,100.0,100.0,99.55,96.53,82.14,50.16,17.86,100.0,100.0,99.98,99.68,96.63,81.43,51.25
